日志文件创建成功：       [2015-05-03   09:53:43]
**********************************************
         未登录情况用例执行                       
**********************************************

点引导页截图：       [2015-05-03   09:54:29]
点击进入详情页并开始播放视频：       [2015-05-03   09:54:39]
点击停止播放：       [2015-05-03   09:54:51]
点击加关注按钮：       [2015-05-03   09:54:53]
点击关闭登录对话框：       [2015-05-03   09:54:57]
向上滑动：       [2015-05-03   09:55:00]
双击喜欢：       [2015-05-03   09:55:02]
点击关闭登录对话框：       [2015-05-03   09:55:04]
点击发送按钮：       [2015-05-03   09:55:06]
点击关闭登录对话框：       [2015-05-03   09:55:08]
点击返回退出详情页面：       [2015-05-03   09:55:10]
点击拍摄按钮：       [2015-05-03   09:55:12]
点击关闭登录对话框：       [2015-05-03   09:55:16]
点击好友：       [2015-05-03   09:55:18]
点击立即登录：       [2015-05-03   09:55:23]
点击关闭登录对话框：       [2015-05-03   09:55:23]
点击我：       [2015-05-03   09:55:25]
点击立即登录：       [2015-05-03   09:55:27]
点击关闭登录对话框：       [2015-05-03   09:55:31]
点击设置：       [2015-05-03   09:55:33]
点击立即登录：       [2015-05-03   09:55:35]
点击关闭登录对话框：       [2015-05-03   09:55:38]
点击返回退出设置页面       [2015-05-03   09:55:40]
点击首页：       [2015-05-03   09:55:42]
**********************************************
          手机登陆用例执行                       
**********************************************

点击拍摄按钮[2015-05-03   09:55:44]
点击登陆界面的手机号[2015-05-03   09:55:48]
点击手机号登陆页面的手机号输入框[2015-05-03   09:55:50]
输入手机号18600989561[2015-05-03   09:55:52]
击密码输入框[2015-05-03   09:55:54]
输入小于6为的密码[2015-05-03   09:55:56]
点击登录[2015-05-03   09:55:58]
输入错误的密码[2015-05-03   09:56:03]
点击登录[2015-05-03   09:56:05]
输入正确的密码[2015-05-03   09:56:12]
点击登录[2015-05-03   09:56:14]
**********************************************
          设置页面用例执行                       
**********************************************

点击地道底部导航上的“我”[2015-05-03   09:56:24]
在我的页面点击设置按钮（进入设置页面）[2015-05-03   09:56:26]
打开wifi下自动播放[2015-05-03   09:56:30]
打开“3G拍摄下使用较低画质”[2015-05-03   09:56:32]
打开静音[2015-05-03   09:56:34]
点击新消息提醒，进入新消息提醒页面[2015-05-03   09:56:37]
关闭新粉丝push[2015-05-03   09:56:41]
关闭评论push[2015-05-03   09:56:43]
关闭喜欢push[2015-05-03   09:56:45]
点击反回，回到设置页面[2015-05-03   09:56:48]
关闭wifi下自动播放[2015-05-03   09:56:50]
关闭“3G拍摄下使用较低画质”[2015-05-03   09:56:52]
关闭静音[2015-05-03   09:56:54]
点击新消息提醒，进入新消息提醒页面[2015-05-03   09:56:58]
打开新粉丝push[2015-05-03   09:57:00]
打开评论push[2015-05-03   09:57:02]
打开喜欢push[2015-05-03   09:57:04]
点击反回，回到设置页面[2015-05-03   09:57:08]
点击清空缓存[2015-05-03   09:57:10]
点击“否”取消清空[2015-05-03   09:57:12]
点击清空缓存[2015-05-03   09:57:14]
点击“是”，清空缓存[2015-05-03   09:57:18]
点击意见反馈，进入意见反馈页面[2015-05-03   09:57:20]
什么也不输入、点击发送[2015-05-03   09:57:22]
点击意见输入框[2015-05-03   09:57:25]
输入“hello”[2015-05-03   09:57:27]
点击“发送”[2015-05-03   09:57:30]
点击意见反馈[2015-05-03   09:57:32]
点击意见输入框[2015-05-03   09:57:34]
输入“hello”[2015-05-03   09:57:36]
点击联系方式输入框[2015-05-03   09:57:38]
输入错误的邮箱地址[2015-05-03   09:57:40]
点击发送[2015-05-03   09:57:42]
点击联系方式输入框[2015-05-03   09:57:45]
输入正确的邮箱地址[2015-05-03   09:57:51]
点击发送[2015-05-03   09:57:53]
点击意见反馈[2015-05-03   09:57:58]
点击意见输入框[2015-05-03   09:58:00]
输入“hello”[2015-05-03   09:58:02]
点击联系方式输入框[2015-05-03   09:58:04]
输入小于5位的qq号码[2015-05-03   09:58:06]
点击发送[2015-05-03   09:58:08]
点击联系方式输入框[2015-05-03   09:58:12]
输入5为的qq号码[2015-05-03   09:58:14]
点击发送[2015-05-03   09:58:16]
点击返回按钮退出设置页面[2015-05-03   09:58:21]
点击底导上的首页，进入首页[2015-05-03   09:58:23]
**********************************************
             评论用例执行                       
**********************************************

点击进入详情页面[2015-05-03   09:58:29]
不输入任何内容，点击评论的发送按钮[2015-05-03   09:58:32]
点击评论输入框[2015-05-03   09:58:36]
输入hello[2015-05-03   09:58:38]
点击发送[2015-05-03   09:58:40]
向上滚动页面[2015-05-03   09:58:43]
点击评论输入框[2015-05-03   09:58:46]
再次输入hello[2015-05-03   09:58:48]
点击发送[2015-05-03   09:58:51]
点击返回按钮，返回到首页[2015-05-03   09:58:54]
**********************************************
           搜索用例执行                       
**********************************************

点击首页左上角的搜索按钮[2015-05-03   09:58:56]
点击取消退出该页面[2015-05-03   09:58:58]
再次点击首页左上角的搜索按钮[2015-05-03   09:59:00]
输入yiixia66点击[2015-05-03   09:59:04]
点击收索[2015-05-03   09:59:06]
点击用户列表[2015-05-03   09:59:10]
点击用户列表的第一个，进入该用户的主页[2015-05-03   09:59:13]
点击返回按钮，退出用户户主页[2015-05-03   09:59:17]
再次点击返回按钮，返回到搜索页面[2015-05-03   09:59:19]
点击取消按钮，返回到首页[2015-05-03   09:59:21]
**********************************************
           拍摄发布用例执行                      
**********************************************

点击拍摄按钮，进入拍摄页面[2015-05-03   09:59:23]
点击关闭按钮退出拍摄页面[2015-05-03   09:59:25]
点击拍摄按钮进入拍摄页面[2015-05-03   09:59:27]
长按拍摄按钮2秒[2015-05-03   09:59:31]
长按拍摄按钮2秒[2015-05-03   09:59:35]
点击会删[2015-05-03   09:59:37]
长按拍摄按钮2秒[2015-05-03   09:59:45]
点击两次回删[2015-05-03   09:59:48]
点击确定按钮进入预览页面[2015-05-03   09:59:50]
点击确定按钮，进入发布页面[2015-05-03   09:59:57]
点击视频描述输入框[2015-05-03   10:00:14]
输入hello[2015-05-03   10:00:18]
点击保存草稿[2015-05-03   10:00:22]
点击底导上的我，进入我的页面[2015-05-03   10:00:25]
点击草稿箱[2015-05-03   10:00:27]
点击缩略图，播放该草稿[2015-05-03   10:00:32]
点击其他区域退出播放[2015-05-03   10:00:38]
点击草稿，进入视频编辑页面[2015-05-03   10:00:40]
点击确定按钮，进入发布页面[2015-05-03   10:00:45]
点击发布[2015-05-03   10:01:01]
点击关闭发布成功[2015-05-03   10:01:13]
点击拍摄按钮，进入拍摄页面[2015-05-03   10:01:15]
点击闪关灯[2015-05-03   10:01:17]
点击前置摄像头[2015-05-03   10:01:21]
点击切换到60秒拍摄[2015-05-03   10:01:23]
点击拍摄按钮，拍摄20秒视频[2015-05-03   10:01:25]
点击暂停拍摄[2015-05-03   10:01:45]
点击确定按钮进入预览界面[2015-05-03   10:01:49]
点击smile主题[2015-05-03   10:01:59]
点击屏幕暂停播放[2015-05-03   10:02:14]
点击确定按钮，进入预览界面[2015-05-03   10:02:18]
点击发布[2015-05-03   10:03:18]
点击关闭发布成功面板[2015-05-03   10:03:38]
点击底导上的首页[2015-05-03   10:03:40]
